 Timecode, m      
11/05/2023 16:15,5.464.410
11/05/2023 16:15,5.352.182
11/05/2023 16:15,5.235.195
11/05/2023 16:15,5.222.871
11/05/2023 16:15,5.242.896
11/05/2023 16:15,5.279.853
11/05/2023 16:15,5.335.259
11/05/2023 16:15,5.424.454
11/05/2023 16:15,5.498.207
11/05/2023 16:15,5.461.337
11/05/2023 16:15,5.373.716
11/05/2023 16:15,5.372.178
11/05/2023 16:15,5.336.798
11/05/2023 16:15,5.293.708
11/05/2023 16:15,5.330.643
11/05/2023 16:15,5.492.063
11/05/2023 16:15,5.515.100
11/05/2023 16:15,5.356.797
11/05/2023 16:15,5.373.716
11/05/2023 16:15,5.395.244
11/05/2023 16:15,5.319.872
11/05/2023 16:15,5.253.677
11/05/2023 16:15,5.295.247
11/05/2023 16:15,5.347.567
11/05/2023 16:15,5.333.720
11/05/2023 16:15,5.324.488
11/05/2023 16:15,5.393.707
11/05/2023 16:15,5.387.556
11/05/2023 16:15,5.319.872
11/05/2023 16:15,5.319.872
11/05/2023 16:15,5.315.255
11/05/2023 16:16,5.366.026
11/05/2023 16:16,5.410.619
11/05/2023 16:16,5.336.798
11/05/2023 16:16,5.358.335
11/05/2023 16:16,5.418.305
11/05/2023 16:16,5.333.720
11/05/2023 16:16,5.215.168
11/05/2023 16:16,5.204.383
11/05/2023 16:16,5.215.168
11/05/2023 16:16,5.299.865
11/05/2023 16:16,5.399.857
11/05/2023 16:16,5.441.360
11/05/2023 16:16,5.421.379
11/05/2023 16:16,5.292.168
11/05/2023 16:16,5.250.597
11/05/2023 16:16,5.301.404
11/05/2023 16:16,5.313.716
11/05/2023 16:16,5.322.950
11/05/2023 16:16,5.355.258
11/05/2023 16:16,5.398.319
11/05/2023 16:16,5.333.720
11/05/2023 16:16,5.324.488
11/05/2023 16:16,5.364.487
11/05/2023 16:16,5.366.026
11/05/2023 16:16,5.369.102
11/05/2023 16:16,5.356.797
11/05/2023 16:16,5.270.615
11/05/2023 16:16,5.296.786
11/05/2023 16:16,5.330.643
11/05/2023 16:16,5.295.247
11/05/2023 16:16,5.275.234
11/05/2023 16:16,5.292.168
11/05/2023 16:16,5.352.182
11/05/2023 16:16,5.409.081
11/05/2023 16:16,5.424.454
11/05/2023 16:16,5.372.178
11/05/2023 16:16,5.350.644
11/05/2023 16:16,5.346.028
11/05/2023 16:16,5.249.057
11/05/2023 16:16,5.272.155
11/05/2023 16:16,5.379.867
11/05/2023 16:16,5.465.947
11/05/2023 16:16,5.449.044
11/05/2023 16:16,5.409.081
11/05/2023 16:16,5.387.556
11/05/2023 16:16,5.276.774
11/05/2023 16:16,5.173.560
11/05/2023 16:16,5.213.628
11/05/2023 16:16,5.278.313
11/05/2023 16:16,5.381.405
11/05/2023 16:16,5.421.379
11/05/2023 16:16,5.352.182
11/05/2023 16:16,5.286.011
11/05/2023 16:16,5.289.090
11/05/2023 16:16,5.270.615
11/05/2023 16:16,5.307.560
11/05/2023 16:16,5.442.897
11/05/2023 16:16,5.493.599
11/05/2023 16:16,5.419.842
11/05/2023 16:16,5.326.027
11/05/2023 16:17,5.256.757
11/05/2023 16:17,5.227.493
11/05/2023 16:17,5.256.757
11/05/2023 16:17,5.298.325
11/05/2023 17:00,5.352.182
11/05/2023 17:00,5.339.875
11/05/2023 17:00,5.309.099
11/05/2023 17:00,5.358.335
11/05/2023 17:00,5.412.156
11/05/2023 17:00,5.406.007
11/05/2023 17:00,5.372.178
11/05/2023 17:00,5.302.943
11/05/2023 17:00,5.309.099
11/05/2023 17:00,5.349.105
11/05/2023 17:00,5.369.102
11/05/2023 17:00,5.418.305
11/05/2023 17:00,5.478.237
11/05/2023 17:00,5.444.434
11/05/2023 17:00,5.299.865
11/05/2023 17:00,5.244.436
11/05/2023 17:00,5.352.182
11/05/2023 17:00,5.424.454
11/05/2023 17:00,5.384.480
11/05/2023 17:00,5.378.329
11/05/2023 17:00,5.422.917
11/05/2023 17:00,5.375.253
11/05/2023 17:00,5.344.490
11/05/2023 17:00,5.327.566
11/05/2023 17:00,5.332.182
11/05/2023 17:00,5.387.556
11/05/2023 17:00,5.413.693
11/05/2023 17:00,5.384.480
11/05/2023 17:00,5.390.631
11/05/2023 17:00,5.372.178
11/05/2023 17:00,5.315.255
11/05/2023 17:00,5.299.865
11/05/2023 17:00,5.327.566
11/05/2023 17:00,5.344.490
11/05/2023 17:00,5.406.007
11/05/2023 17:00,5.485.918
11/05/2023 17:00,5.464.410
11/05/2023 17:00,5.367.564
11/05/2023 17:00,5.273.695
11/05/2023 17:00,5.273.695
11/05/2023 17:00,5.321.411
11/05/2023 17:00,5.370.640
11/05/2023 17:00,5.441.360
11/05/2023 17:00,5.445.971
11/05/2023 17:00,5.369.102
11/05/2023 17:00,5.282.932
11/05/2023 17:00,5.349.105
11/05/2023 17:00,5.429.065
11/05/2023 17:00,5.419.842
11/05/2023 17:00,5.413.693
11/05/2023 17:00,5.449.044
11/05/2023 17:00,5.455.191
11/05/2023 17:00,5.416.768
11/05/2023 17:00,5.369.102
11/05/2023 17:00,5.347.567
11/05/2023 17:00,5.267.536
11/05/2023 17:00,5.212.087
11/05/2023 17:00,5.364.487
11/05/2023 17:00,5.488.991
11/05/2023 17:00,5.455.191
11/05/2023 17:01,5.361.411
11/05/2023 17:01,5.321.411
11/05/2023 17:01,5.332.182
11/05/2023 17:01,5.339.875
11/05/2023 17:01,5.326.027
11/05/2023 17:01,5.322.950
11/05/2023 17:01,5.341.413
11/05/2023 17:01,5.381.405
11/05/2023 17:01,5.379.867
11/05/2023 17:01,5.335.259
11/05/2023 17:01,5.347.567
11/05/2023 17:01,5.321.411
11/05/2023 17:01,5.372.178
11/05/2023 17:01,5.404.469
11/05/2023 17:01,5.396.782
11/05/2023 17:01,5.413.693
11/05/2023 17:01,5.359.873
11/05/2023 17:01,5.332.182
11/05/2023 17:01,5.349.105
11/05/2023 17:01,5.322.950
11/05/2023 17:01,5.313.716
11/05/2023 17:01,5.362.949
11/05/2023 17:01,5.436.750
11/05/2023 17:01,5.439.824
11/05/2023 17:01,5.301.404
11/05/2023 17:01,5.202.842
11/05/2023 17:01,5.247.517
11/05/2023 17:01,5.275.234
11/05/2023 17:01,5.349.105
11/05/2023 17:01,5.492.063
11/05/2023 17:01,5.628.677
11/05/2023 17:01,5.601.062
11/05/2023 17:01,5.390.631
11/05/2023 17:01,5.222.871
11/05/2023 17:01,5.227.493
11/05/2023 17:01,5.267.536
11/05/2023 17:01,5.299.865
11/05/2023 17:01,5.393.707
11/05/2023 17:01,5.452.118
11/05/2023 17:01,5.458.264
11/05/2023 17:01,5.445.971
11/05/2023 17:01,5.336.798
11/05/2023 17:01,5.284.471
11/05/2023 17:01,5.304.482
11/05/2023 17:01,5.229.033
11/05/2023 17:01,5.235.195
11/05/2023 17:01,5.302.943
11/05/2023 17:01,5.422.917
11/05/2023 17:01,5.547.344
11/05/2023 17:01,5.495.135
11/05/2023 17:01,5.421.379
11/05/2023 17:01,5.352.182
11/05/2023 17:01,5.261.377
11/05/2023 17:01,5.198.219
11/05/2023 17:01,5.238.276
11/05/2023 17:01,5.322.950
11/05/2023 17:01,5.378.329
11/05/2023 17:01,5.421.379
11/05/2023 17:01,5.461.337
11/05/2023 17:01,5.424.454
11/05/2023 17:02,5.322.950
11/05/2023 17:02,5.188.973
11/05/2023 17:02,5.155.060
11/05/2023 17:02,5.233.655
11/05/2023 17:02,5.439.824
11/05/2023 17:02,5.631.745
11/05/2023 17:02,5.567.300
11/05/2023 17:02,5.333.720
11/05/2023 17:02,5.261.377
11/05/2023 17:02,5.272.155
11/05/2023 17:02,5.258.297
11/05/2023 17:02,5.321.411
11/05/2023 17:02,5.438.287
11/05/2023 17:02,5.470.556
11/05/2023 17:02,5.429.065
11/05/2023 17:02,5.402.932
11/05/2023 17:02,5.418.305
11/05/2023 17:02,5.349.105
11/05/2023 17:02,5.287.550
11/05/2023 17:02,5.298.325
11/05/2023 17:02,5.390.631
11/05/2023 17:02,5.458.264
11/05/2023 17:02,5.449.044
11/05/2023 17:02,5.386.018
11/05/2023 17:02,5.364.487
11/05/2023 17:02,5.333.720
11/05/2023 17:02,5.316.794
11/05/2023 17:02,5.315.255
11/05/2023 17:02,5.406.007
11/05/2023 17:02,5.447.508
11/05/2023 17:02,5.350.644
11/05/2023 17:02,5.306.021
11/05/2023 17:02,5.346.028
11/05/2023 17:02,5.289.090
11/05/2023 17:02,5.269.076
11/05/2023 17:02,5.373.716
11/05/2023 17:02,5.438.287
11/05/2023 17:02,5.416.768
11/05/2023 17:02,5.364.487
11/05/2023 17:02,5.259.837
11/05/2023 17:02,5.252.137
11/05/2023 17:02,5.350.644
11/05/2023 17:02,5.332.182
11/05/2023 17:02,5.287.550
11/05/2023 17:02,5.390.631
11/05/2023 17:02,5.469.019
11/05/2023 17:02,5.416.768
11/05/2023 17:02,5.353.720
11/05/2023 17:02,5.338.336
11/05/2023 17:02,5.310.638
11/05/2023 17:02,5.245.977
11/05/2023 17:02,5.282.932
11/05/2023 17:02,5.393.707
11/05/2023 17:02,5.469.019
11/05/2023 17:02,5.419.842
11/05/2023 17:02,5.349.105
11/05/2023 17:02,5.367.564
11/05/2023 17:02,5.369.102
11/05/2023 17:02,5.319.872
11/05/2023 17:02,5.298.325
11/05/2023 17:03,5.373.716
11/05/2023 17:03,5.481.310
11/05/2023 17:03,5.485.918
11/05/2023 17:03,5.375.253
11/05/2023 17:03,5.292.168
11/05/2023 17:03,5.324.488
11/05/2023 17:03,5.384.480
11/05/2023 17:03,5.404.469
11/05/2023 17:03,5.395.244
11/05/2023 17:03,5.352.182
11/05/2023 17:03,5.375.253
11/05/2023 17:03,5.364.487
11/05/2023 17:03,5.346.028
11/05/2023 17:03,5.349.105
11/05/2023 17:03,5.326.027
11/05/2023 17:03,5.332.182
11/05/2023 17:03,5.299.865
11/05/2023 17:03,5.302.943
11/05/2023 17:03,5.376.791
11/05/2023 17:03,5.455.191
11/05/2023 17:03,5.429.065
11/05/2023 17:03,5.315.255
11/05/2023 17:03,5.227.493
11/05/2023 17:03,5.309.099
11/05/2023 17:03,5.479.774
11/05/2023 17:03,5.522.779
11/05/2023 17:03,5.433.676
11/05/2023 17:03,5.396.782
11/05/2023 17:03,5.349.105
11/05/2023 17:03,5.219.790
11/05/2023 17:03,5.159.686
11/05/2023 17:03,5.244.436
11/05/2023 17:03,5.433.676
11/05/2023 17:03,5.555.020
11/05/2023 17:03,5.450.581
11/05/2023 17:03,5.346.028
11/05/2023 17:03,5.319.872
11/05/2023 17:03,5.296.786
11/05/2023 17:03,5.341.413
11/05/2023 17:03,5.333.720
11/05/2023 17:03,5.256.757
11/05/2023 17:03,5.352.182
11/05/2023 17:03,5.492.063
11/05/2023 17:03,5.485.918
11/05/2023 17:03,5.421.379
11/05/2023 17:03,5.449.044
11/05/2023 17:03,5.392.169
11/05/2023 17:03,5.173.560
11/05/2023 17:03,5.167.394
11/05/2023 17:03,5.395.244
11/05/2023 17:03,5.531.991
11/05/2023 17:03,5.492.063
11/05/2023 17:03,5.378.329
11/05/2023 17:03,5.321.411
11/05/2023 17:03,5.282.932
11/05/2023 17:03,5.347.567
